genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,title_norm
"[878, 35]",329621,en,Unbelievable!!!!!,0.887,2016-09-26,Unbelievable!!!!!,6.0,1,2016,unbelievable
[],335228,en,Leaves of the Tree,0.887,2016-10-24,Leaves of the Tree,0.0,1,2016,leaves of the tree
[],408176,en,What's Eating Todd?,0.8859999999999999,2016-07-26,What's Eating Todd?,10.0,1,2016,whats eating todd
[18],407693,en,The Videoblogs,0.8859999999999999,2016-07-22,The Videoblogs,6.0,1,2016,the videoblogs
[99],406126,en,Lost Theaters of Wichita,0.8859999999999999,2016-07-23,Lost Theaters of Wichita,2.0,1,2016,lost theaters of wichita
"[35, 9648, 10770]",538314,en,Porches and Private Eyes,0.8859999999999999,2016-09-02,Porches and Private Eyes,1.0,1,2016,porches and private eyes
[99],406090,en,Black Coral,0.885,2016-07-11,Black Coral,10.0,1,2016,black coral
"[10749, 18]",370048,en,Departure,0.885,2016-05-12,Departure,10.0,1,2016,departure
"[12, 99]",400440,en,Veni Bici Sushi: A Bicycle Journey,0.885,2016-05-22,Veni Bici Sushi: A Bicycle Journey,2.0,1,2016,veni bici sushi a bicycle journey
[],481089,en,Worth the Wait,0.884,2016-04-01,Worth the Wait,10.0,1,2016,worth the wait
[80],491861,en,Serial Thriller： The Head Hunter,0.884,2016-02-26,Serial Thriller： The Head Hunter,8.0,1,2016,serial thriller the head hunter
[99],389622,en,Breathin': The Eddy Zheng Story,0.884,2016-03-11,Breathin': The Eddy Zheng Story,8.0,1,2016,breathin the eddy zheng story
[35],389268,en,Admins,0.884,2016-04-28,Admins,7.0,1,2016,admins
"[80, 18]",394048,en,The Rally - LA,0.884,2016-04-22,The Rally - LA,6.0,1,2016,the rally la
[99],393625,en,Max & James & Danielle,0.884,2016-03-01,Max & James & Danielle,6.0,1,2016,max james danielle
[99],321679,en,The Great Sasuke,0.884,2016-03-05,The Great Sasuke,0.5,1,2016,the great sasuke
[10402],432410,en,Eternal Funeral,0.883,2016-01-30,Eternal Funeral,10.0,1,2016,eternal funeral
[10402],432409,en,Ennui,0.883,2016-01-28,Ennui,10.0,1,2016,ennui
[],377089,en,Ash vs. LOBO and the DC Dead,0.883,2016-01-08,Ash vs. LOBO and the DC Dead,10.0,1,2016,ash vs lobo and the dc dead
"[28, 53, 878]",525222,en,Hard Reset,0.883,2016-01-01,Hard Reset,6.0,1,2016,hard reset
[28],377206,en,Army Dog,0.883,2016-01-12,Army Dog,5.0,1,2016,army dog
[18],378395,en,Actor Martinez,0.883,2016-04-14,Actor Martinez,2.0,1,2016,actor martinez
"[53, 28, 27]",298028,en,The Prey,0.882,2016-12-25,The Prey,0.0,1,2016,the prey
[],406398,en,Pear Cider and Cigarettes,0.878,2016-07-01,Pear Cider and Cigarettes,6.7,16,2016,pear cider and cigarettes
"[10751, 35]",409395,en,Odd Squad: The Movie,0.878,2016-08-01,Odd Squad: The Movie,5.7,3,2016,odd squad the movie
"[99, 10402, 10770]",369533,en,Adele at the BBC,0.875,2016-02-14,Adele at the BBC,7.9,9,2016,adele at the bbc
"[53, 27]",429813,en,Hotel of the Damned,0.875,2016-12-09,Hotel of the Damned,3.4,5,2016,hotel of the damned
"[27, 878, 99]",419825,en,The Phoenix Tapes '97,0.873,2016-01-01,The Phoenix Tapes '97,5.8,9,2016,the phoenix tapes 97
[35],415923,en,All Out Dysfunktion!,0.871,2016-09-14,All Out Dysfunktion!,2.7,6,2016,all out dysfunktion
"[16, 18, 27]",406585,en,Geist,0.87,2016-03-08,Geist,8.0,5,2016,geist
[99],346679,en,Auschwitz,0.87,2016-04-17,Auschwitz,8.0,5,2016,auschwitz
[18],373450,en,Dark Night,0.8640000000000001,2016-01-24,Dark Night,5.7,14,2016,dark night
"[99, 10770]",390590,en,Abortion: Stories Women Tell,0.86,2016-08-12,Abortion: Stories Women Tell,7.0,5,2016,abortion stories women tell
"[18, 35, 10749]",384160,en,How to Lose Weight in 4 Easy Steps!,0.8540000000000001,2016-01-16,How to Lose Weight in 4 Easy Steps!,8.2,5,2016,how to lose weight in 4 easy steps
[99],384289,en,Peter and the Farm,0.8540000000000001,2016-11-04,Peter and the Farm,7.4,10,2016,peter and the farm
"[99, 36]",377210,en,Fantastic Lies,0.85,2016-03-13,Fantastic Lies,7.1,7,2016,fantastic lies
[99],334684,en,LoveTrue,0.85,2016-04-15,LoveTrue,6.6,7,2016,lovetrue
"[53, 10770]",452787,en,The Follower,0.848,2016-04-17,The Follower,4.3,7,2016,the follower
[35],380061,en,Cameron Esposito: Marriage Material,0.8440000000000001,2016-03-24,Cameron Esposito: Marriage Material,7.0,4,2016,cameron esposito marriage material
"[35, 18]",559138,en,Motherland,0.84,2016-12-03,Motherland,10.0,1,2016,motherland
"[18, 9648]",535883,en,Bridge,0.84,2016-08-15,Bridge,10.0,1,2016,bridge
"[878, 16]",532234,en,Peak Phosphorus,0.84,2016-05-15,Peak Phosphorus,10.0,1,2016,peak phosphorus
"[28, 18, 53]",463566,en,The Next Door,0.84,2016-09-29,The Next Door,10.0,1,2016,the next door
[],440782,en,Becky Prim,0.84,2016-10-31,Becky Prim,10.0,1,2016,becky prim
"[53, 35]",428277,en,Alex,0.84,2016-10-31,Alex,10.0,1,2016,alex
[],426853,en,Queen Wasp,0.84,2016-06-01,Queen Wasp,10.0,1,2016,queen wasp
[18],414293,en,Marital Rape Is Real,0.84,2016-04-21,Marital Rape Is Real,10.0,1,2016,marital rape is real
[99],410935,en,Raising Bertie,0.84,2017-06-09,Raising Bertie,10.0,2,2017,raising bertie
"[18, 14, 9648, 53]",409412,fr,L'Appel,0.84,2016-04-29,L'Appel,10.0,1,2016,lappel
[10402],401443,en,Britney: Piece of Me Revamped,0.84,2016-06-03,Britney: Piece of Me Revamped,9.5,2,2016,britney piece of me revamped
[99],541295,en,Jill Drew and D.A. Pennebaker,0.84,2016-04-20,Jill Drew and D.A. Pennebaker,9.0,1,2016,jill drew and da pennebaker
[18],464281,en,Finding Home,0.84,2016-11-01,Finding Home,9.0,1,2016,finding home
"[12, 16, 18]",425145,en,Torrey Pines,0.84,2016-10-18,Torrey Pines,9.0,2,2016,torrey pines
[27],386808,en,Last Warning,0.84,2016-03-07,Last Warning,9.0,2,2016,last warning
[18],413773,en,A Billion Colour Story,0.84,2016-01-12,A Billion Colour Story,8.7,3,2016,a billion colour story
"[12, 16, 35]",401887,en,LEGO Ghostbusters,0.84,2016-05-28,LEGO Ghostbusters,8.5,2,2016,lego ghostbusters
[],552850,en,The Graveyard Shift,0.84,2016-09-01,The Graveyard Shift,8.0,1,2016,the graveyard shift
[35],548193,en,Fluffy,0.84,2016-09-20,Fluffy,8.0,1,2016,fluffy
[99],541252,en,Sharon Malone and Eric Holder,0.84,2016-04-20,Sharon Malone and Eric Holder,8.0,1,2016,sharon malone and eric holder
[99],468912,pt,ISIS: Rise of Terror,0.84,2016-11-13,ISIS: Rise of Terror,8.0,1,2016,isis rise of terror
[35],460114,en,Trivia Night,0.84,2016-05-01,Trivia Night,8.0,1,2016,trivia night
[10402],433007,no,Secret Garden - Live at Kilden,0.84,2016-11-18,Secret Garden - Live at Kilden,8.0,1,2016,secret garden live at kilden
"[99, 36, 10770]",398649,fr,Judging Japan,0.84,2016-05-22,Judging Japan,8.0,1,2016,judging japan
[99],385816,en,The Prison in Twelve Landscapes,0.84,2016-11-04,The Prison in Twelve Landscapes,8.0,1,2016,the prison in twelve landscapes
[99],142611,en,"Houston, We Have a Problem!",0.84,2016-04-16,"Houston, We Have a Problem!",7.9,16,2016,houston we have a problem
[99],377460,en,This Magic Moment,0.84,2016-04-14,This Magic Moment,7.7,10,2016,this magic moment
[99],390751,en,Solitary,0.84,2016-04-16,Solitary,7.3,3,2016,solitary
[],511210,fr,Être cheval,0.84,2016-07-25,Horse Being,7.0,1,2016,horse being
[27],482397,en,The Drawing,0.84,2016-10-24,The Drawing,7.0,1,2016,the drawing
"[35, 18, 27]",448975,en,Anderson Bench,0.84,2016-04-21,Anderson Bench,7.0,2,2016,anderson bench
"[27, 35]",445306,en,Monsters Anonymous,0.84,2016-10-28,Monsters Anonymous,7.0,1,2016,monsters anonymous
[18],433863,en,Rumble,0.84,2016-04-08,Rumble,7.0,1,2016,rumble
[99],425647,en,Bloody Barbara,0.84,2016-06-20,Bloody Barbara,7.0,1,2016,bloody barbara
"[18, 28, 35]",419557,kn,ಮಾಸ್ಟರ್ ಪೀಸ್,0.84,2016-02-12,Masterpiece,7.0,2,2016,masterpiece
"[16, 10751]",401846,en,Fishtales,0.84,2016-06-14,Fishtales,7.0,4,2016,fishtales
[53],397266,en,Suburbanite,0.84,2016-01-12,Suburbanite,7.0,1,2016,suburbanite
[10751],399099,en,"Help, I've Shrunk The Family",0.84,2016-05-24,"Help, I've Shrunk The Family",6.4,4,2016,help ive shrunk the family
[99],390747,en,Obit,0.84,2017-04-26,Obit,6.4,8,2017,obit
[35],294459,en,Opening Night,0.84,2016-05-06,Opening Night,6.3,3,2016,opening night
[99],479747,en,Little Gandhi,0.84,2016-03-01,Little Gandhi,6.0,1,2016,little gandhi
"[12, 28]",467344,en,The Fallen,0.84,2016-06-22,The Fallen,6.0,1,2016,the fallen
[16],430139,en,Selfie Cat,0.84,2016-11-19,Selfie Cat,6.0,1,2016,selfie cat
"[9648, 35, 80]",417807,en,Imperfections,0.84,2016-10-14,Imperfections,6.0,3,2016,imperfections
"[53, 18]",404765,en,Newlywed and Dead,0.84,2016-07-02,Newlywed and Dead,6.0,5,2016,newlywed and dead
[18],394692,en,Paint It Black,0.84,2016-06-03,Paint It Black,6.0,12,2016,paint it black
[18],389118,en,Zud,0.84,2016-05-23,Zud,6.0,2,2016,zud
[99],383216,en,Carole King: Natural Woman,0.84,2016-02-19,Carole King: Natural Woman,6.0,1,2016,carole king natural woman
[99],389297,en,Believeland,0.84,2016-05-14,Believeland,5.8,4,2016,believeland
[18],443213,ar,Battalion to My Beat,0.84,2016-04-01,Battalion to My Beat,5.5,2,2016,battalion to my beat
"[99, 36, 10752]",381023,en,The Liberators,0.84,2016-03-11,The Liberators,5.3,3,2016,the liberators
[12],419547,en,Spooky Stakeout,0.84,2016-10-04,Spooky Stakeout,5.0,1,2016,spooky stakeout
[],417669,en,Me2,0.84,2016-07-28,Me2,5.0,1,2016,me2
"[14, 27, 53]",401422,en,Lilith's Awakening,0.84,2016-06-11,Lilith's Awakening,5.0,1,2016,liliths awakening
[18],395820,en,The Mulberry Bush,0.84,2016-04-15,The Mulberry Bush,5.0,1,2016,the mulberry bush
[10751],377625,en,Prayer Never Fails,0.84,2016-02-12,Prayer Never Fails,5.0,3,2016,prayer never fails
[],332679,fr,Et maintenant nous sommes en vie,0.84,2016-09-23,Now We're Alive,5.0,1,2016,now were alive
[18],477586,en,Good Kids,0.84,2016-03-01,Good Kids,4.5,2,2016,good kids
[],459052,en,Florence,0.84,2016-04-09,Florence,4.0,1,2016,florence
[99],433479,en,#Rucker50,0.84,2016-12-28,#Rucker50,3.7,3,2016,rucker50
[],428437,en,A Christmas to Dismember,0.84,2016-11-21,A Christmas to Dismember,3.5,2,2016,a christmas to dismember
[53],409386,en,The Wrong Child,0.84,2016-06-26,The Wrong Child,3.5,4,2016,the wrong child
"[18, 53]",397680,en,Pretty Little Addict,0.84,2016-05-01,Pretty Little Addict,3.5,2,2016,pretty little addict
"[27, 35, 18]",435172,en,A Guidebook to Killing Your Ex,0.84,2016-11-30,A Guidebook to Killing Your Ex,3.0,1,2016,a guidebook to killing your ex
[],417668,en,3 Seconds,0.84,2016-04-12,3 Seconds,3.0,2,2016,3 seconds
"[28, 878]",550176,en,Trigger,0.84,2016-08-16,Trigger,2.5,1,2016,trigger
[27],489105,en,Transmutation: Deep Water Horizon,0.84,2016-12-07,Transmutation: Deep Water Horizon,2.0,1,2016,transmutation deep water horizon
"[80, 18]",382659,en,Brothers' Day,0.84,2016-04-04,Brothers,2.0,1,2016,brothers
"[9648, 80, 27]",426529,en,The New York Butcher,0.84,2016-02-27,The New York Butcher,1.0,2,2016,the new york butcher
[99],400043,en,Leaving Vogue Moran,0.84,2016-05-24,Leaving Vogue Moran,1.0,1,2016,leaving vogue moran
[99],319301,en,Wrestling With Faith,0.84,2016-12-31,Wrestling With Faith,0.0,1,2016,wrestling with faith
[53],400747,en,My Guardian Angel,0.8390000000000001,2016-04-19,My Guardian Angel,7.4,7,2016,my guardian angel
[99],411835,en,Llama Nation,0.836,2016-12-01,Llama Nation,0.0,1,2016,llama nation
"[18, 10749]",599821,ur,Unkahi,0.8340000000000001,2016-03-30,Unkahi,10.0,1,2016,unkahi
[16],442082,en,The D in David,0.8340000000000001,2016-05-04,The D in David,7.3,16,2016,the d in david
[10402],430600,en,iHeartRadio Jingle Ball 2016,0.833,2016-12-15,iHeartRadio Jingle Ball 2016,7.0,1,2016,iheartradio jingle ball 2016
[35],385750,en,Folk Hero & Funny Guy,0.833,2016-04-16,Folk Hero & Funny Guy,6.2,5,2016,folk hero funny guy
"[18, 27]",404388,en,Show Yourself,0.8320000000000001,2016-08-20,Show Yourself,8.0,1,2016,show yourself
"[80, 18, 53]",409195,en,Killer Coach,0.8320000000000001,2016-06-01,Killer Coach,5.9,7,2016,killer coach
[27],447599,en,The Moonlight Man,0.831,2016-10-25,The Moonlight Man,4.3,6,2016,the moonlight man
"[12, 35, 27]",460910,en,The Haunted House on Kirby Road,0.83,2016-10-14,The Haunted House on Kirby Road,2.8,8,2016,the haunted house on kirby road
"[18, 35]",98514,en,River of Grass,0.825,1995-08-04,River of Grass,6.8,15,1995,river of grass
[53],349948,en,The Dark Below,0.825,2016-06-01,The Dark Below,4.7,7,2016,the dark below
[35],394063,en,Chris Hardwick: Funcomfortable,0.8240000000000001,2016-04-30,Chris Hardwick: Funcomfortable,6.2,5,2016,chris hardwick funcomfortable
[35],421745,en,Undecided: The Movie,0.823,2016-10-18,Undecided: The Movie,7.1,5,2016,undecided the movie
[18],388273,en,No Letting Go,0.82,2016-03-18,No Letting Go,7.3,7,2016,no letting go
[99],373470,en,Uncle Howard,0.82,2016-11-18,Uncle Howard,6.4,7,2016,uncle howard
[99],429289,en,One in a Billion,0.8170000000000001,2016-11-02,One in a Billion,6.9,7,2016,one in a billion
"[10751, 18]",424062,en,Wish for Christmas,0.8170000000000001,2016-11-01,Wish for Christmas,5.9,7,2016,wish for christmas
[878],389703,en,Rise,0.8170000000000001,2016-02-19,Rise,4.4,6,2016,rise
[],407300,en,Something in the Woods,0.815,2016-07-15,Something in the Woods,5.9,7,2016,something in the woods
"[53, 27, 9648]",391962,en,Badlands of Kain,0.813,2016-01-01,Badlands of Kain,4.9,7,2016,badlands of kain
"[18, 27, 53, 10770]",451964,en,Evil Nanny,0.812,2016-12-27,Evil Nanny,4.5,15,2016,evil nanny
[27],383502,en,Riddle Room,0.81,2016-02-16,Riddle Room,2.6,13,2016,riddle room
[],420760,en,Ever After High: Dragon Games,0.809,2016-01-29,Ever After High: Dragon Games,7.6,6,2016,ever after high dragon games
[10751],379532,en,Rodeo Girl,0.809,2016-01-05,Rodeo Girl,5.1,6,2016,rodeo girl
"[18, 37]",367153,en,Poor Boy,0.8059999999999999,2018-07-13,Poor Boy,5.0,3,2018,poor boy
[16],407636,zh,大兵金寶,0.804,2016-08-02,The Adventures of Jinbao,3.6,5,2016,the adventures of jinbao
[35],194188,en,Punk's Dead: SLC Punk 2,0.7959999999999999,2016-02-11,Punk's Dead: SLC Punk 2,5.1,9,2016,punks dead slc punk 2
[99],381046,en,The Dwarvenaut,0.795,2016-04-30,The Dwarvenaut,6.5,5,2016,the dwarvenaut
"[35, 99]",390353,en,Traceroute,0.7929999999999999,2016-04-28,Traceroute,8.0,6,2016,traceroute
"[27, 35]",423002,en,Ghost House,0.7929999999999999,2016-10-19,Ghost House,7.3,5,2016,ghost house
"[18, 80, 10770]",427871,en,Death of a Vegas Showgirl,0.7929999999999999,2016-11-27,Death of a Vegas Showgirl,5.3,5,2016,death of a vegas showgirl
[53],420472,en,Below the Surface,0.792,2016-01-01,Below the Surface,7.0,3,2016,below the surface
[99],445077,en,I'm a Porn Star: Gay 4 Pay,0.7909999999999999,2016-04-12,I'm a Porn Star: Gay 4 Pay,6.3,4,2016,im a porn star gay 4 pay
"[53, 10770]",385203,en,The Suicide Note,0.7909999999999999,2016-02-27,Suicide Note,4.5,6,2016,suicide note
[18],318654,mr,Ek Hazarachi Note,0.79,2016-09-23,1000 Rupee Note,7.0,6,2016,1000 rupee note
"[10749, 35]",355484,en,Never Happened,0.789,2016-04-16,Never Happened,5.8,4,2016,never happened
"[12, 16]",398362,en,Izzie's Way Home,0.7879999999999999,2016-05-17,Izzie's Way Home,1.6,5,2016,izzies way home
"[35, 10749, 10402]",428010,en,Liberty's Secret,0.787,2016-11-04,Liberty's Secret,4.7,6,2016,libertys secret
[99],433946,en,Now More than Ever: The History of Chicago,0.7859999999999999,2016-02-20,Now More than Ever: The History of Chicago,7.6,5,2016,now more than ever the history of chicago
"[18, 10751]",410694,en,Milton's Secret,0.7859999999999999,2016-09-30,Milton's Secret,6.6,5,2016,miltons secret
[99],392091,en,Los Punks: We Are All We Have,0.7859999999999999,2016-01-22,Los Punks: We Are All We Have,6.0,5,2016,los punks we are all we have
"[35, 27]",344528,en,The Carnage Collection,0.785,2016-01-15,The Carnage Collection,7.2,5,2016,the carnage collection
"[27, 53]",410221,en,Dark Cove,0.785,2016-08-02,Dark Cove,6.5,4,2016,dark cove
[99],398430,en,Sonic Sea,0.784,2016-04-22,Sonic Sea,6.9,6,2016,sonic sea
"[35, 18]",374547,en,Gypsy: Live from the Savoy Theatre,0.7829999999999999,2016-11-11,Gypsy: Live from the Savoy Theatre,8.7,6,2016,gypsy live from the savoy theatre
[35],386891,en,Kicking Off,0.7829999999999999,2016-04-22,Kicking Off,4.0,3,2016,kicking off
"[28, 878]",404902,en,The Sector,0.782,2016-07-05,The Sector,4.6,5,2016,the sector
"[10402, 99]",381080,en,The Art of Organized Noize,0.78,2016-03-15,The Art of Organized Noize,7.2,12,2016,the art of organized noize
[99],417456,en,8 Bit Generation: The Commodore Wars,0.78,2016-05-09,8 Bit Generation: The Commodore Wars,6.3,4,2016,8 bit generation the commodore wars
"[35, 14]",392961,en,Adam Green's Aladdin,0.772,2016-04-15,Adam Green's Aladdin,7.7,3,2016,adam greens aladdin
"[16, 878]",337550,en,Flatland,0.772,2007-01-01,Flatland,6.2,6,2007,flatland
[10402],401361,en,Imagine Dragons: Smoke + Mirrors Live,0.77,2016-03-02,Imagine Dragons: Smoke + Mirrors Live,9.0,6,2016,imagine dragons smoke mirrors live
[35],388624,en,Steve-O: Guilty as Charged,0.77,2016-03-20,Steve-O: Guilty as Charged,6.8,6,2016,steveo guilty as charged
"[53, 27, 10770]",418704,en,The Night Before Halloween,0.7659999999999999,2016-10-29,The Night Before Halloween,5.1,12,2016,the night before halloween
[27],441386,en,The 6th Friend,0.762,2016-10-07,The 6th Friend,4.0,2,2016,the 6th friend
[99],373481,en,Unlocking the Cage,0.759,2016-01-25,Unlocking the Cage,8.0,4,2016,unlocking the cage
[99],479644,en,Iceman Reborn,0.757,2016-02-17,Iceman Reborn,7.5,4,2016,iceman reborn
[18],389113,ko,죽여주는 여자,0.757,2016-06-08,The Bacchus Lady,7.1,5,2016,the bacchus lady
[27],416094,en,Overtime,0.757,2016-09-23,Overtime,7.0,3,2016,overtime
[35],418992,en,Lewis Black: Black to the Future,0.757,2016-10-07,Lewis Black: Black to the Future,6.8,5,2016,lewis black black to the future
[35],395932,en,The Bet,0.757,2016-05-03,The Bet,6.0,4,2016,the bet
[27],101611,en,Left 4 Dead - The Movie,0.757,2016-09-10,Left 4 Dead - The Movie,4.3,5,2016,left 4 dead the movie
[99],376528,en,Richard Linklater: Dream Is Destiny,0.7559999999999999,2016-08-05,Richard Linklater: Dream Is Destiny,7.2,5,2016,richard linklater dream is destiny
[53],409595,en,The Laughing Man,0.7559999999999999,2016-08-02,The Laughing Man,5.4,5,2016,the laughing man
"[12, 53, 27]",419392,en,Snake Bite,0.754,2016-03-15,Snake Bite,8.0,5,2016,snake bite
"[12, 99]",383350,en,Huntwatch,0.754,2016-03-05,Huntwatch,3.8,5,2016,huntwatch
[18],392033,en,Saved by Grace,0.753,2016-04-09,Saved by Grace,3.3,3,2016,saved by grace
[99],444246,en,Growing Up Wild,0.7509999999999999,2016-12-08,Growing Up Wild,7.0,4,2016,growing up wild
[35],422878,en,Wanda Sykes: What Happened… Ms. Sykes?,0.7490000000000001,2016-10-21,Wanda Sykes: What Happened… Ms. Sykes?,7.0,3,2016,wanda sykes what happened ms sykes
"[878, 35]",425840,en,The Fitzroy,0.747,2016-11-07,The Fitzroy,9.1,4,2016,the fitzroy
[],424170,en,A Stranger Things Christmas,0.746,2016-10-27,A Stranger Things Christmas,9.5,4,2016,a stranger things christmas
[99],393368,en,Disturbing the Peace,0.743,2016-03-10,Disturbing the Peace,8.0,4,2016,disturbing the peace
[99],465550,en,Big Sonia,0.74,2017-11-17,Big Sonia,9.3,4,2017,big sonia
[14],310577,en,A Better Place,0.74,2016-10-25,A Better Place,4.0,3,2016,a better place
"[27, 53]",507201,en,The Unwilling,0.736,2016-11-18,The Unwilling,4.0,3,2016,the unwilling
"[35, 9648, 28, 10749, 12]",406099,zh,快手枪手快枪手,0.735,2016-07-22,For a Few Bullets,6.0,4,2016,for a few bullets
"[18, 36]",458352,en,Genesis,0.7340000000000001,2016-03-01,Genesis,4.9,4,2016,genesis
[],425058,en,Ella Brennan: Commanding the Table,0.73,2016-10-15,Ella Brennan: Commanding the Table,8.5,2,2016,ella brennan commanding the table
[99],440917,en,The Bomb,0.73,2016-04-23,The Bomb,6.3,4,2016,the bomb
"[16, 35]",425936,en,Trolland,0.73,2016-11-11,Trolland,2.7,3,2016,trolland
"[35, 18, 14]",430029,en,What's the Matter with Gerald?,0.728,2016-12-12,What's the Matter with Gerald?,6.7,4,2016,whats the matter with gerald
[18],425306,en,Before Mars,0.727,2016-10-23,Before Mars,8.0,4,2016,before mars
[99],431982,en,On Meditation,0.726,2016-07-27,On Meditation,7.5,4,2016,on meditation
"[35, 878]",278106,en,For the Plasma,0.726,2016-07-22,For the Plasma,6.0,4,2016,for the plasma
[99],400931,en,Dr. Feelgood,0.725,2016-06-05,Dr. Feelgood,6.5,4,2016,dr feelgood
"[80, 18, 10770]",418198,en,Not With His Wife,0.725,2016-05-18,Not With His Wife,5.8,4,2016,not with his wife
"[53, 27]",534205,en,Face of Evil,0.725,2016-09-22,Face of Evil,3.7,3,2016,face of evil
[18],400014,en,God's Compass,0.7240000000000001,2016-04-21,God's Compass,9.0,4,2016,gods compass
[99],393885,en,A Year in Space,0.7240000000000001,2016-03-02,A Year in Space,7.3,4,2016,a year in space
"[18, 10402]",378195,en,Lady Day at Emerson's Bar & Grill,0.7240000000000001,2016-03-12,Lady Day at Emerson's Bar & Grill,7.3,4,2016,lady day at emersons bar grill
"[10770, 35, 99]",453187,en,The Goldbergs: An '80s Rewind,0.7240000000000001,2016-04-27,The Goldbergs: An '80s Rewind,7.0,4,2016,the goldbergs an 80s rewind
[18],356889,en,The Great & The Small,0.7240000000000001,2016-03-31,The Great & The Small,6.0,4,2016,the great the small
[27],417682,en,The Cop Cam,0.7240000000000001,2016-05-08,The Cop Cam,3.3,4,2016,the cop cam
[35],379976,en,Anyone Can Quantum,0.723,2016-01-27,Anyone Can Quantum,5.5,4,2016,anyone can quantum
[878],384894,en,Conspiracy Encounters,0.721,2016-02-09,Conspiracy Encounters,2.7,3,2016,conspiracy encounters
[99],424580,en,Sad Vacation,0.716,2016-07-25,Sad Vacation,8.0,1,2016,sad vacation
"[878, 35]",390833,en,Dickshark,0.716,2016-03-22,Dickshark,2.7,3,2016,dickshark
[],414066,en,A Stone Appears,0.715,2016-08-05,A Stone Appears,8.0,2,2016,a stone appears
"[10751, 16, 35]",438143,en,Pigeon Toady's Guide to Your New Baby,0.715,2016-12-20,Pigeon Toady's Guide to Your New Baby,6.0,3,2016,pigeon toadys guide to your new baby
[27],443488,en,Alp,0.715,2016-10-25,Alp,3.5,2,2016,alp
[37],400699,en,Wild Bill Hickok: Swift Justice,0.713,2016-05-31,Wild Bill Hickok: Swift Justice,7.0,2,2016,wild bill hickok swift justice
"[878, 35, 28, 12]",407356,en,The Killer Robots! Crash and Burn,0.713,2016-07-15,The Killer Robots! Crash and Burn,6.0,3,2016,the killer robots crash and burn
[27],412472,en,Kookie,0.7120000000000001,2016-06-02,Kookie,6.7,3,2016,kookie
[99],364257,en,Queen Mimi,0.711,2016-05-13,Queen Mimi,6.9,7,2016,queen mimi
[99],415612,en,Fart: A Documentary,0.71,2016-05-01,Fart: A Documentary,4.3,3,2016,fart a documentary
[35],403936,en,Deon Cole: Cole-Blooded Seminar,0.7090000000000001,2016-06-25,Deon Cole: Cole-Blooded Seminar,8.3,3,2016,deon cole coleblooded seminar
[27],283256,en,Hunters,0.7090000000000001,2016-06-24,Hunters,4.7,3,2016,hunters
"[18, 53]",456650,en,A Father's Secret,0.7090000000000001,2016-06-19,A Father's Secret,4.0,3,2016,a fathers secret
[18],399416,en,Daddy's Boy,0.708,2016-03-03,Daddy's Boy,4.3,3,2016,daddys boy
[18],421118,en,"Surviving Compton: Dre, Suge and Michel'le",0.706,2016-10-15,"Surviving Compton: Dre, Suge and Michel'le",6.7,9,2016,surviving compton dre suge and michelle
"[18, 12]",427648,en,Till We Meet Again,0.7040000000000001,2016-11-25,Till We Meet Again,7.1,10,2016,till we meet again
"[18, 80]",404279,en,Green Is Gold,0.703,2016-06-06,Green Is Gold,6.4,18,2016,green is gold
[18],449431,en,Bwoy,0.703,2016-09-16,Bwoy,6.0,2,2016,bwoy
[18],492219,en,Icebox,0.701,2016-05-30,Icebox,5.0,2,2016,icebox
"[18, 28, 80]",417978,en,Backseat Fighter,0.701,2016-09-16,Backseat Fighter,4.8,2,2016,backseat fighter
[99],414789,en,Jerry Lewis: The Man Behind the Clown,0.7,2016-09-02,Jerry Lewis: The Man Behind the Clown,9.0,2,2016,jerry lewis the man behind the clown
[99],423892,en,The Story of Rocket League (Part 1),0.7,2016-10-31,The Story of Rocket League (Part 1),8.5,2,2016,the story of rocket league
"[99, 10402]",536381,en,DEATH by MetaL,0.7,2016-04-16,DEATH by MetaL,7.0,2,2016,death by metal
[99],394058,en,David Bowie: The Man Who Stole the World,0.7,2016-04-26,David Bowie: The Man Who Stole the World,6.5,2,2016,david bowie the man who stole the world
[35],429784,en,Bert Kreischer: The Machine,0.698,2016-11-11,Bert Kreischer: The Machine,8.0,3,2016,bert kreischer the machine
"[10751, 99, 18]",426578,en,Tree Man,0.698,2016-12-06,Tree Man,6.7,3,2016,tree man
[18],412605,en,The Last Descent,0.6970000000000001,2016-09-16,The Last Descent,7.0,3,2016,the last descent
[27],420572,en,The Invoking: Paranormal Dimensions,0.6970000000000001,2016-10-25,The Invoking: Paranormal Dimensions,6.5,3,2016,the invoking paranormal dimensions
[35],418985,en,Pete Davidson: SMD,0.6970000000000001,2016-10-29,Pete Davidson: SMD,6.3,3,2016,pete davidson smd
"[35, 878, 53]",369545,en,Counter Clockwise,0.6970000000000001,2016-10-04,Counter Clockwise,4.3,3,2016,counter clockwise
[35],437177,en,Copycat,0.6970000000000001,2016-09-30,Copycat,2.7,3,2016,copycat
[27],402959,en,Evil Exhumed,0.6970000000000001,2016-10-31,Evil Exhumed,2.0,3,2016,evil exhumed
[18],421219,fa,Emtehan Nahaee,0.6970000000000001,2016-10-15,Final Exam,0.5,3,2016,final exam
[99],404490,en,Making the American Man,0.696,2016-07-01,Making the American Man,6.7,3,2016,making the american man
